,Price,Adress,Total Finished Area:,Bedrooms:,Bathrooms:,Architectural Style:,Association Fee Includes:,Built in:,Condo Fees:,Construction Materials:,Cooling:,Exterior Features:,Fireplace Features:,Floor Space (approx):,Flooring:,Foundation Details:,Heating:,Interior Features:,Levels:,Parking Features:,Roof:,Zoning:,Lot Size:,Utilities:,Water Source:,Sewer:,Air Conditioning:,Pool:,Irregular:,Waterfront Features:,Garage:,Style:,Building Type:,Amenities:,Exterior Finish:,Fireplace:,Heating Type:,Cooling Type:,OwnershipType:,Property Type:,Features:,No. of Parking Spaces:
778,"$499,000","67 Macewan Park Road NW, Calgary, AB, T3K 3G1",1197.78,3+0,2+0,Bi-Level,,1986,,"Vinyl Siding, Wood Frame",None,"Fire Pit, Private Yard","Basement, Brick Facing, Living Room, Wood Burning",1197.78 Square Feet,"Carpet, Laminate, Tile",Poured Concrete,"Forced Air, Natural Gas","Ceiling Fan(s), Soaking Tub, Storage, Vaulted Ceiling(s)",Bi-Level,"Additional Parking, Double Garage Attached, Driveway, Oversized",Asphalt Shingle,R-C1,3939.00 Square Feet,,,,,,,,,,,,,,,,,,,
779,"$475,000","67 Saddlecrest Close NE, Calgary, AB, T3J 5B5",1271.00,3+2,3+1,2 Storey,,2003,,"Stone, Vinyl Siding, Wood Frame",None,"Other, Private Yard",,1271.00 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,Forced Air,"Ceiling Fan(s), Kitchen Island, No Smoking Home, Separate Entrance",Two,"Off Street, Parking Pad",Asphalt Shingle,R-1N,2680.00 Square Feet,,,,,,,,,,,,,,,,,,,
780,"$699,900","67 Tuscany Springs Hill NW, Calgary, AB, T3L 3E3",1729.31,3+1,3+1,2 Storey,,2005,,"Vinyl Siding, Wood Frame",None,Lighting,"Gas, Mantle, Tile",1729.31 Square Feet,"Carpet, Hardwood",Poured Concrete,"Floor Furnace, Forced Air, Natural Gas","High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt,R-C1N,4348.00 Square Feet,,,,,,,,,,,,,,,,,,,
781,"$280,000","68-330 Canterbury Drive SW, Calgary, AB, T2W 1H6",960.00,2+0,2+0,2 Storey,"Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal",1969,$269 Monthly,"Brick, Wood Frame, Wood Siding",None,Tennis Court(s),,960.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas",No Smoking Home,Two,Stall,Asphalt Shingle,M-C1 d100,,,,,,,,,,,,,,,,,,,,
782,"$665,000","68 Country Hills Park NW, Calgary, AB, T3K 5E1",1903.10,3+2,3+1,2 Storey,,1999,,"Vinyl Siding, Wood Frame",None,"Garden, Playground, Private Yard",Gas,1903.10 Square Feet,"Carpet, Hardwood, Vinyl",Poured Concrete,"Central, Natural Gas","Central Vacuum, High Ceilings, Jetted Tub, No Animal Home, No Smoking Home, Pantry, Storage, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-C1,4596.00 Square Feet,,,,,,,,,,,,,,,,,,,
783,"$709,000","69 Seton Grove SE, Calgary, AB, T3M 2Y7",2132.80,4+0,3+0,2 Storey,,2019,,"Stone, Vinyl Siding",None,"Private Entrance, Private Yard",,2132.80 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,Forced Air,"Kitchen Island, No Animal Home, No Smoking Home, Separate Entrance, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-G,3422.00 Square Feet,,,,,,,,,,,,,,,,,,,
784,"$699,900","69 Tuscarora Circle NW, Calgary, AB, T3L 2B8",2021.73,3+1,3+1,2 Storey,,1997,,"Stone, Vinyl Siding, Wood Frame",Central Air,"Garden, Private Yard","Decorative, Family Room, Gas",2021.73 Square Feet,"Carpet, Hardwood, Linoleum, Tile",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Ceiling Fan(s), Central Vacuum, Chandelier, Closet Organizers, Double Vanity, High Ceilings, Kitchen Island, Natural Woodwork, Pantry, See Remarks, Soaking Tub, Storage, Vaulted Ceiling(s), Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-C1,5155.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
785,"$310,000","7-603 15 Avenue SW, Calgary, AB, T2R 0R4",448.56,0+2,1+0,Bungalow,"Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions",1995,$438 Monthly,"Stone, Wood Frame",None,Courtyard,"Gas, Living Room, Tile",448.56 Square Feet,"Carpet, Laminate, Tile",Poured Concrete,"In Floor, Fireplace(s), Forced Air, Natural Gas","Built-in Features, Ceiling Fan(s), Closet Organizers, Kitchen Island, Open Floorplan, Master Downstairs, See Remarks, Storage, Walk-In Closet(s)",One,"Assigned, Garage Door Opener, Heated Garage, Parkade, Secured, See Remarks, Stall, Underground","Membrane, Rolled/Hot Mop",CC-MH,,,Public,Public Sewer,,,,,,,,,,,,,,,,
786,"$1,000,000","7 Coach Gate Way SW, Calgary, AB, T3H 1L7",3238.00,6+0,2+3,1 and Half Storey,,1980,,Wood Frame,None,Garden,"Gas, Wood Burning",3238.00 Square Feet,"Carpet, Tile",Poured Concrete,"Forced Air, Natural Gas","Bookcases, Built-in Features, Central Vacuum, Double Vanity, High Ceilings, No Animal Home, No Smoking Home, Master Downstairs, Walk-In Closet(s)",One and One Half,"Quad or More Attached, Tandem",Cedar Shake,R-C1,13325.00 Square Feet,,,,,,,,Yes,,,,,,,,,,,
787,"$479,900","7 Cranberry Green SE, Calgary, AB, T3M 1L5",1353.30,2+1,2+1,"2 Storey, Side by Side",,2006,,Wood Frame,Central Air,Fire Pit,Gas,1353.30 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Fireplace(s), Forced Air, Natural Gas","Ceiling Fan(s), Granite Counters, No Animal Home, No Smoking Home, Pantry",Two,"Driveway, Garage Door Opener, Insulated, Single Garage Attached",Asphalt Shingle,R-2M,4542.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
788,"$769,900","7 Sage Bluff Link NW, Calgary, AB, T3R 0X9",1924.00,3+0,3+1,2 Storey,,2016,,"Composite Siding, Stone, Wood Frame",None,None,"Gas, Living Room",1924.00 Square Feet,"Carpet, Laminate, Linoleum, Tile, Vinyl",Poured Concrete,"Forced Air, Natural Gas","High Ceilings, No Smoking Home",Two,"Double Garage Attached, Insulated",Asphalt Shingle,R-1s,3939.00 Square Feet,,,,,,,,,,,,,,,,,,,
789,"$660,000","7 Wilshire Place SW, Calgary, AB, T3C 3B9",1190.39,3+1,2+0,Bungalow,,1956,,"Cedar, Stucco",None,Private Yard,"Great Room, Raised Hearth, Wood Burning",1190.39 Square Feet,"Carpet, Hardwood, Linoleum, Tile",Poured Concrete,"Fireplace(s), Forced Air, Natural Gas","Ceiling Fan(s), Laminate Counters",One,Single Garage Detached,Asphalt Shingle,R-C1,7190.00 Square Feet,,,,,,,,,,,,,,,,,,,
790,"$229,900","70-2519 38 Street NE, Calgary, AB, T1Y 4W8",731.00,2+0,1+0,Bungalow,"Common Area Maintenance, Interior Maintenance, See Remarks, Sewer, Snow Removal, Trash, Water",1978,$309 Monthly,"Concrete, Vinyl Siding, Wood Frame",None,Playground,Wood Burning,731.00 Square Feet,Laminate,Poured Concrete,Forced Air,"Laminate Counters, No Animal Home, No Smoking Home, See Remarks",One,Stall,Asphalt Shingle,M-C1 d100,,,,,,,,,,,,,,,,,,,,
791,"$358,800","70 Auburn Bay Link SE, Calgary, AB, T3M 0E9",1117.50,2+0,2+1,2 Storey,"Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash",2012,$301 Monthly,Wood Frame,None,"Courtyard, Private Yard",,1117.50 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Ceiling Fan(s), Granite Counters, Kitchen Island, No Smoking Home, Open Floorplan, Pantry, Storage",Two,Stall,Asphalt Shingle,M-1,,,,,,,,,,,,,,,,,,,,
792,"$3,595,000","70 Posthill Drive SW, Calgary, AB, T3H 0A8",5627.91,4+2,6+2,2 Storey,"Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal",2009,$170 Monthly,"Composite Siding, Stone, Wood Frame",Central Air,"Built-in Barbecue, Lighting","Gas, Living Room, Outside",5627.91 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Boiler, In Floor, Forced Air","Bookcases, Built-in Features, Closet Organizers, Double Vanity, High Ceilings, Kitchen Island, Pantry, Smart Home, Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar",Two,"Driveway, Heated Garage, Insulated, Oversized, Quad or More Attached","Concrete, Tile",R-1,43995.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
793,"$684,500","70 Silverado Skies Drive SW, Calgary, AB, T2X 0J5",2050.00,3+1,3+1,2 Storey,,2008,,"Vinyl Siding, Wood Frame",Central Air,"Private Entrance, Private Yard","Family Room, Gas, Mantle, Tile",2050.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"High Efficiency, Fireplace(s), Forced Air, Natural Gas","Central Vacuum, Closet Organizers, High Ceilings, Kitchen Island, Pantry, Skylight(s), Walk-In Closet(s), Wired for Sound",Two,"Double Garage Attached, Driveway, Garage Door Opener, Oversized",Asphalt Shingle,R-1,4348.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
794,"$450,000","70 Taradale Drive NE, Calgary, AB, T3J 4W7",1035.91,2+0,1+0,Bungalow,,2003,,"Vinyl Siding, Wood Frame",None,"Garden, Other",,1035.91 Square Feet,"Laminate, Tile",Poured Concrete,Forced Air,"Ceiling Fan(s), Chandelier, Closet Organizers, High Ceilings, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Storage, Vaulted Ceiling(s), Walk-In Closet(s)",One,Off Street,Asphalt Shingle,R-1N,3692.00 Square Feet,,,,,,,,,,,,,,,,,,,
795,"$350,000","70 Templeridge Crescent NE, Calgary, AB, T1Y 4M4",1317.00,3+0,1+2,"2 Storey, Side by Side",,1980,,Mixed,None,Private Yard,Wood Burning,1317.00 Square Feet,"Carpet, Hardwood, Laminate, Linoleum",Poured Concrete,Forced Air,See Remarks,Two,Off Street,Asphalt Shingle,R-C2,2486.00 Square Feet,,,,,,,,,,,,,,,,,,,
796,"$599,999","7008 Hunterview Drive NW, Calgary, AB, T2K 4P3",1149.33,3+2,2+1,Bungalow,,1968,,"Stucco, Wood Frame",None,"Garden, Other, Playground, Private Yard, Storage","Electric, Family Room",1149.33 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,"Forced Air, Natural Gas",Built-in Features,One,"Alley Access, Double Garage Detached, Garage Faces Rear, Side By Side",Asphalt Shingle,RC-1,5823.00 Square Feet,,,,,,,,,,,,,,,,,,,
797,"$329,000","701-250 Sage Valley Road NW, Calgary, AB, T3R 0R6",915.00,2+1,3+0,Bungalow,"Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash",2015,$213 Monthly,"Vinyl Siding, Wood Frame",None,Other,,915.00 Square Feet,"Carpet, Laminate, Tile",Poured Concrete,"In Floor, Natural Gas","Ceiling Fan(s), Granite Counters, No Smoking Home, Open Floorplan, Pantry, Tankless Hot Water",One,"Assigned, Stall",Asphalt Shingle,M-1 d75,,,,,,,,,,,,,,,,,,,,
798,"$335,000","703-325 3 Street SE, Calgary, AB, T2G 0T9",667.37,1+0,1+0,High-Rise (5+),"Heat, Insurance, Professional Management, Reserve Fund Contributions, Security, Snow Removal, Water",2010,$441 Monthly,"Brick, Stucco",None,Other,,667.37 Square Feet,"Carpet, Ceramic Tile",,Baseboard,Open Floorplan,Single Level Unit,Underground,,CC-ET,,,,,,,,,,,,,,,,,,,,
799,"$255,000","704-1010 6 Street SW, Calgary, AB, T2R 1B4",428.00,1+0,1+0,High-Rise (5+),"Amenities of HOA/Condo, Caretaker, Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Residential Manager, Sewer, Trash, Water",2017,$351 Monthly,Concrete,Central Air,None,,428.00 Square Feet,Ceramic Tile,,"Forced Air, Natural Gas","High Ceilings, No Animal Home, No Smoking Home, Open Floorplan, Recreation Facilities, Storage",Single Level Unit,None,,CC-X,,,,,Yes,,,,,,,,,,,,,,,
800,"$829,900","704 Varsity Estates Place NW, Calgary, AB, T3B 4R2",1806.64,3+1,3+1,2 Storey,,1976,,"Brick, Vinyl Siding, Wood Frame",None,Fire Pit,Wood Burning,1806.64 Square Feet,"Carpet, Ceramic Tile, Cork, Hardwood",Poured Concrete,"Forced Air, Natural Gas","No Animal Home, No Smoking Home",Two,Double Garage Attached,Asphalt Shingle,R-C1,9138.00 Square Feet,,,,,,,,,,,,,,,,,,,
801,"$339,900","705-24 Varsity Estates Circle NW, Calgary, AB, T3A 2X8",701.00,1+0,1+0,Apartment,"Amenities of HOA/Condo, Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Security, Security Personnel, Sewer, Snow Removal, Trash, Water",2015,$465 Monthly,"Brick, Concrete, Metal Siding",Central Air,None,,701.00 Square Feet,"Ceramic Tile, Cork, Hardwood",,Fan Coil,"High Ceilings, No Animal Home, No Smoking Home, Open Floorplan",Single Level Unit,"Parkade, Titled, Underground",,DC,,,,,Yes,,,,,,,,,,,,,,,
802,"$325,000","709-225 11 Avenue SE, Calgary, AB, T2G 0G3",573.00,1+0,1+0,Apartment,"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2013,$498 Monthly,"Concrete, Glass",Central Air,None,,573.00 Square Feet,"Carpet, Hardwood, Tile",,Baseboard,"No Animal Home, No Smoking Home",Single Level Unit,Parkade,,DC,,,,,Yes,,,,,,,,,,,,,,,
803,"$298,000","711-10 Brentwood Common NW, Calgary, AB, T2L 2L6",517.00,2+0,1+0,High-Rise (5+),"Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Water",2013,$454 Monthly,"Concrete, Metal Siding",Central Air,None,None,517.00 Square Feet,Laminate,,Forced Air,"No Animal Home, No Smoking Home",Single Level Unit,Underground,,DC,,,,,Yes,,,,,,,,,,,,,,,
804,"$349,900","7117-151 Legacy Main Street SE, Calgary, AB, T2X 4A4",950.92,2+0,2+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Trash",2019,$405 Monthly,"Composite Siding, Wood Frame",Central Air,Other,None,950.92 Square Feet,"Laminate, Tile",Poured Concrete,"Baseboard, Natural Gas","Breakfast Bar, Kitchen Island, No Smoking Home",Single Level Unit,"Parkade, Titled, Underground",Asphalt Shingle,M-X2,,,,,Yes,,,,,,,,,,,,,,,
805,"$489,900","7131 8 Street NW, Calgary, AB, T2K 1G3",1133.00,3+2,2+0,Bungalow,,1968,,"Vinyl Siding, Wood Frame",None,None,"Basement, Brick Facing, Wood Burning",1133.00 Square Feet,"Laminate, Tile",Poured Concrete,"Forced Air, Natural Gas",Separate Entrance,One,"Off Street, Parking Pad",Asphalt Shingle,R-C1,5715.00 Square Feet,,,,,,,,,,,,,,,,,,,
806,"$190,000","71D-231 Heritage Drive SE, Calgary, AB, T2H 1N1",990.00,2+0,1+1,Apartment,"Common Area Maintenance, Heat, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",1970,$541 Monthly,"Brick, Cedar",None,Other,,990.00 Square Feet,"Carpet, Ceramic Tile, Cork, Hardwood",,"Baseboard, Natural Gas",See Remarks,Single Level Unit,"Assigned, Stall",,M-C1,,,,,,,,,,,,,,,,,,,,
807,"$650,000","72 Cranfield Park SE, Calgary, AB, T3M 1B4",1883.90,3+0,2+1,2 Storey,,2001,,"Stone, Vinyl Siding, Wood Frame",None,Private Yard,Electric,1883.90 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Central Vacuum, Jetted Tub, Laminate Counters, No Animal Home, No Smoking Home",Two,Double Garage Attached,Asphalt Shingle,R-1N,4050.00 Square Feet,,,,,,Yes,,,,,,,,,,,,,
808,"$630,000","72 Panora View NW, Calgary, AB, T3K 0V1",1817.10,3+0,2+1,2 Storey,,2011,,None,None,Private Yard,Electric,1817.10 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Forced Air,"High Ceilings, Kitchen Island, Soaking Tub",Two,Double Garage Attached,Asphalt Shingle,R-1N,3573.00 Square Feet,,,,,,,,,,,,,,,,,,,
809,"$1,185,000","723 Cranston Avenue SE, Calgary, AB, T3M 2J5",2664.54,4+1,3+1,2 Storey,,2015,,"Stone, Stucco",Central Air,Private Yard,"Gas, Living Room",2664.54 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Fireplace(s), Forced Air, Natural Gas","Bar, Chandelier, Granite Counters, High Ceilings, Jetted Tub, Kitchen Island, No Smoking Home, Open Floorplan, Pantry, Vaulted Ceiling(s), Wired for Sound",Two,"Concrete Driveway, Garage Door Opener, Insulated",Asphalt Shingle,R-1s,5608.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
810,"$579,000","725 Olympia Drive SE, Calgary, AB, T2C 1H6",1040.60,3+2,2+0,Bungalow,,1972,,Vinyl Siding,None,"Playground, Private Yard",Electric,1040.60 Square Feet,"Ceramic Tile, Laminate",Poured Concrete,"Fireplace(s), Forced Air","Kitchen Island, No Animal Home, No Smoking Home, Separate Entrance",One,Off Street,Asphalt Shingle,R-C1,4757.00 Square Feet,,,,,,,,,,,,,,,,,,,
811,"$729,800","727 49 Avenue SW, Calgary, AB, T2S 1G7",1161.90,3+1,2+0,Bungalow,,1955,,Vinyl Siding,None,None,,1161.90 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"High Efficiency, Natural Gas","Built-in Features, Ceiling Fan(s), Closet Organizers",One,"Driveway, Garage Door Opener, Garage Faces Front, Single Garage Attached",Asphalt Shingle,R-C1,5995.00 Square Feet,,,,,,,,,,,,,,,,,,,
812,"$500,000","727 Walden Drive SE, Calgary, AB, T2X 2A6",1449.48,3+0,2+1,"2 Storey, Side by Side",,2016,,"Composite Siding, Wood Frame",None,"Private Entrance, Private Yard",,1449.48 Square Feet,"Carpet, Laminate, Tile",Poured Concrete,"Forced Air, Natural Gas","Bathroom Rough-in, No Animal Home, No Smoking Home, Pantry, Walk-In Closet(s)",Two,"Double Garage Detached, Garage Faces Rear",Asphalt Shingle,R-2M,2680.00 Square Feet,,,,,,,,,,,,,,,,,,,
813,"$499,900","729 5 Street NW, Calgary, AB, T2N 1R1",697.26,2+0,1+0,Bungalow,,1911,,"Stucco, Wood Frame",None,Private Yard,,697.26 Square Feet,"Tile, Vinyl",Poured Concrete,Forced Air,"Kitchen Island, No Smoking Home",One,Single Garage Detached,Asphalt Shingle,R-C2,2992.00 Square Feet,,,,,,,,,,,,,,,,,,,
814,"$575,000","73 Edgeland Close NW, Calgary, AB, T3A 3B1",1282.00,1+2,2+1,Bungalow,"Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal",1990,$523 Monthly,"Brick, Stucco, Wood Frame",None,None,"Gas, Mantle",1282.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Fireplace(s), Forced Air, Natural Gas",Built-in Features,One,Double Garage Attached,Asphalt Shingle,M-CGd30,,,,,,,,,,,,,,,,,,,,
815,"$1,090,000","73 Sienna Hills Court SW, Calgary, AB, T3H 2W3",2173.00,3+1,3+1,2 Storey Split,,1990,,Stucco,Central Air,"Fire Pit, Lighting, Private Yard",Gas,2173.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Central,"Bookcases, Built-in Features, Closet Organizers, Double Vanity, French Door, Granite Counters, High Ceilings, Kitchen Island, Low Flow Plumbing Fixtures, No Animal Home, Open Floorplan, Pantry, Recessed Lighting, Storage, Vaulted Ceiling(s), Walk-In Closet(s)",Two,Double Garage Attached,Rubber,R-C1,11818.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
816,"$1,499,000","7304 Kelsey Place SW, Calgary, AB, T3V 2M9",1481.00,3+2,3+1,4 Level Split,,1962,,"Brick, Other",Central Air,"Lighting, Private Yard","Brick Facing, Gas, Living Room",1481.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Double Vanity, Dry Bar, Natural Woodwork, No Animal Home, No Smoking Home, Pantry, Recessed Lighting, Tankless Hot Water, Wired for Data",4 Level Split,"220 Volt Wiring, Alley Access, Double Garage Detached, Garage Door Opener, Garage Faces Rear, Heated Garage, Insulated",Asphalt Shingle,R-C1,9988.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
817,"$535,000","736 Maidstone Drive NE, Calgary, AB, T2A 4B7",1160.00,3+1,2+1,Bungalow,,1973,,"Wood Frame, Wood Siding",None,"Private Yard, Rain Gutters","Brick Facing, Glass Doors, Mantle, Masonry, Metal, Wood Burning",1160.00 Square Feet,Tile,Poured Concrete,"Forced Air, Natural Gas","No Animal Home, No Smoking Home, Open Floorplan, Separate Entrance",One,"Double Garage Detached, Garage Faces Rear, Off Street, Oversized",Asphalt Shingle,R-C1,4994.00 Square Feet,,,,,,,,,,,,,,,,,,,
818,"$679,000","74 Mt Assiniboine Circle SE, Calgary, AB, T2Z 2N8",1857.00,3+1,3+1,2 Storey,,1994,,"Stucco, Wood Frame",Central Air,None,"Family Room, Gas, Stone",1857.00 Square Feet,"Carpet, Hardwood, Vinyl, Wood",Poured Concrete,"High Efficiency, Fireplace(s), Forced Air, Natural Gas","French Door, High Ceilings, Kitchen Island, Storage",Two,"Double Garage Attached, Driveway, Garage Door Opener, Insulated",Shingle,R-C1,5909.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
819,"$879,900","74 Silverado Bank Circle SW, Calgary, AB, T2X 0L2",2998.50,4+1,4+0,2 Storey,,2012,,"Stone, Vinyl Siding, Wood Frame",None,Garden,Gas,2998.50 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Central Vacuum, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Pantry, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-1,4370.00 Square Feet,,,,,,,,,,,,,,,,,,,
820,"$739,900","74 Walden Court SE, Calgary, AB, T2X 0N8",2251.81,3+1,3+1,2 Storey,,2011,,"Vinyl Siding, Wood Frame",None,"Fire Pit, Lighting, Private Yard, Storage","Basement, Gas, Living Room, Mantle, Recreation Room, Tile",2251.81 Square Feet,"Carpet, Tile",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Double Vanity, Granite Counters, High Ceilings, Kitchen Island, No Smoking Home, Open Floorplan, Pantry, Soaking Tub, Storage, Walk-In Closet(s)",Two,"Additional Parking, Concrete Driveway, Double Garage Attached, Garage Door Opener, Garage Faces Front, Insulated",Asphalt Shingle,R-1N,9063.00 Square Feet,,,,,,,,,,,,,,,,,,,
821,"$699,900","747 Strathcona Drive SW, Calgary, AB, T3H 1P2",1620.00,3+1,3+0,Bungalow,,1981,,"Aluminum Siding, Concrete, Stone, Wood Frame",None,Private Yard,"Basement, Living Room, Wood Burning",1620.00 Square Feet,"Carpet, Hardwood, Linoleum, Tile",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Granite Counters, Kitchen Island, Open Floorplan, Pantry, Separate Entrance, Skylight(s), Storage",One,"Concrete Driveway, Double Garage Attached",Asphalt Shingle,R-C1,4886.00 Square Feet,,,,,,,,,,,,,,,,,,,
